,C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DESC,ENTRIES,EXITS,DATETIME,DAY,HOUR,WEEKDAY,PREV_DATE,PREV_ENTRIES,PREV_EXITS,TIME_DIFF,ENTRIES_DIFF,EXITS_DIFF,LATITUDE,LONGITUDE
1566443,N187,R419,00-05-01,ROCKAWAY PARK B,AS,IND,REGULAR,0,181,2018-08-25 13:00:00,25,13,6,2018-08-25 09:00:00,0,181,0 days 04:00:00.000000000,0,0,40.5805469,-73.8374249
612230,N102,R127,01-00-05,JAY ST-METROTEC,ACF,IND,REGULAR,6250837,546430,2015-09-01 12:00:00,1,12,2,2015-09-01 08:00:00,6250412,545715,0 days 04:00:00.000000000,425,715,40.6923458,-73.987257
865421,G009,R151,02-05-01,CONEY IS-STILLW,DFNQ,BMT,REGULAR,2,175,2016-08-31 09:00:00,31,9,3,2016-08-31 05:00:00,2,175,0 days 04:00:00.000000000,0,0,40.6136033,-73.9631313
2204811,PTH16,R550,01-02-00,LACKAWANNA,1,PTH,REGULAR,107417,848249,2017-08-27 01:29:22,27,1,7,2017-08-26 21:17:22,107417,848249,0 days 04:12:00.000000000,0,0,40.7349579,-74.0276002
875740,H005,R330,00-00-02,3 AV,L,BMT,REGULAR,1441351,1015986,2017-09-16 08:00:00,16,8,6,2017-09-16 04:00:00,1441326,1015949,0 days 04:00:00.000000000,25,37,40.8104721,-73.9261391
2168779,PTH10,R547,00-00-04,9TH STREET,1,PTH,REGULAR,87790,431896,2016-08-29 06:33:23,29,6,1,2016-08-29 02:21:23,87789,431880,0 days 04:12:00.000000000,1,16,40.7342315,-73.998802
972522,J009,R378,00-00-02,MYRTLE AV,JMZ,BMT,REGULAR,11471273,6413920,2016-09-10 21:00:00,10,21,6,2016-09-10 17:00:00,11470927,6413648,0 days 04:00:00.000000000,346,272,40.699686,-73.9117713
1232135,R169,R168,01-00-02,96 ST,123,IRT,REGULAR,1956880,1307927,2015-09-16 17:00:00,16,17,3,2015-09-16 13:00:00,1956649,1307729,0 days 04:00:00.000000000,231,198,40.7839341,-73.9476064
2733927,R519,R223,00-00-01,46 ST BLISS ST,7,IRT,REGULAR,339008,492597,2018-08-28 12:00:00,28,12,2,2018-08-28 09:57:57,338963,492568,0 days 02:02:03.000000000,45,29,40.7430528,-73.91824299999999
14361,R244,R050,00-00-02,59 ST,456NQR,IRT,REGULAR,2627439,1602911,2015-09-03 12:00:00,3,12,4,2015-09-03 08:00:00,2627397,1602747,0 days 04:00:00.000000000,42,164,40.762824,-73.967562
125979,N507,R023,00-03-01,34 ST-HERALD SQ,BDFMNQR,IND,REGULAR,2024510,2509319,2016-09-09 16:00:00,9,16,5,2016-09-09 12:00:00,2024348,2508953,0 days 04:00:00.000000000,162,366,40.7488979,-73.98878859999999
2915809,R726,R329,00-00-01,MORRIS PARK,5,IRT,REGULAR,1609288,951904,2018-09-07 05:00:00,7,5,5,2018-09-07 01:00:00,1609278,951901,0 days 04:00:00.000000000,10,3,40.854539,-73.8602974
2213383,PTH17,R541,01-00-08,THIRTY THIRD ST,1,PTH,REGULAR,104687,69491,2017-09-14 00:21:33,14,0,4,2017-09-13 20:09:33,104220,69471,0 days 04:12:00.000000000,467,20,40.76692269999999,-73.92139619999999
2053815,N700,R570,00-00-02,72 ST-2 AVE,Q,IND,REGULAR,825122,854667,2018-09-13 05:00:00,13,5,4,2018-09-13 01:00:00,825118,854656,0 days 04:00:00.000000000,4,11,40.7686869,-73.9584429
2004511,N554,R423,01-06-00,AVENUE N,F,IND,REGULAR,3642787,1102673,2018-09-19 17:00:00,19,17,3,2018-09-19 13:00:00,3642703,1102648,0 days 04:00:00.000000000,84,25,40.7769631,-73.9523007
1033403,JFK01,R535,00-00-01,HOWARD BCH JFK,A,IND,REGULAR,38053,228058,2018-09-11 05:00:00,11,5,2,2018-09-11 01:00:00,38046,228038,0 days 04:00:00.000000000,7,20,40.660476,-73.83030099999999
1676981,N304,R015,01-06-01,5 AV/53 ST,EM,IND,REGULAR,3407808,3447801,2018-09-04 06:00:00,4,6,2,2018-09-04 02:00:00,3407807,3447770,0 days 04:00:00.000000000,1,31,40.7602163,-73.975543
2651014,R414,R162,00-03-01,ELDER AV,6,IRT,REGULAR,4361883,1461319,2017-09-07 13:00:00,7,13,4,2017-09-07 09:00:00,4361453,1461205,0 days 04:00:00.000000000,430,114,40.8260235,-73.8785743
2648714,R413,R325,00-05-01,WHITLOCK AV,6,IRT,REGULAR,67108864,16777278,2016-09-06 09:24:23,6,9,2,2016-09-06 08:00:00,67108864,16777278,0 days 01:24:23.000000000,0,0,40.8267442,-73.8863456
2801237,R532H,R328,02-00-02,METS-WILLETS PT,7,IRT,REGULAR,118093,266601,2018-08-27 21:00:00,27,21,1,2018-08-27 17:00:00,118083,266118,0 days 04:00:00.000000000,10,483,40.75239,-73.8437
32915,R245A,R051,01-00-01,59 ST,456NQRW,IRT,REGULAR,12075056,6136394,2018-09-05 16:00:00,5,16,3,2018-09-05 12:00:00,12074303,6136094,0 days 04:00:00.000000000,753,300,40.762824,-73.967562
142925,R134,R272,01-06-02,28 ST,1,IRT,REGULAR,71642,136162283,2018-08-30 09:00:00,30,9,4,2018-08-30 05:00:00,71640,136162198,0 days 04:00:00.000000000,2,85,40.7431333,-73.984225
2637372,R410,R450,00-00-00,LONGWOOD AV,6,IRT,REGULAR,4859251,1217511,2017-09-04 05:00:00,4,5,1,2017-09-04 01:00:00,4859238,1217508,0 days 04:00:00.000000000,13,3,40.8248438,-73.8915875
859208,G001,R151,00-03-02,CONEY IS-STILLW,DFNQ,BMT,REGULAR,169449,48151,2018-09-09 21:00:00,9,21,7,2018-09-09 17:00:00,169405,48151,0 days 04:00:00.000000000,44,0,40.6136033,-73.9631313
1796994,N334B,R341,00-03-00,75 AV,EF,IND,REGULAR,85221,92061,2017-09-15 00:00:00,15,0,5,2017-09-14 20:00:00,85220,92033,0 days 04:00:00.000000000,1,28,40.7649305,-73.9725117
2227514,PTH18,R549,01-01-03,NEWARK BM BW,1,PTH,REGULAR,410121,27678,2017-08-26 20:53:29,26,20,6,2017-08-26 16:41:29,410009,27672,0 days 04:12:00.000000000,112,6,40.7126452,-74.00989799999999
2796709,R532,R328,00-06-03,METS-WILLETS PT,7,IRT,REGULAR,262177,39046,2017-09-03 21:00:00,3,21,7,2017-09-03 17:00:00,261648,39019,0 days 04:00:00.000000000,529,27,40.75239,-73.8437
1006047,N329,R201,00-00-00,WOODHAVEN BLVD,MR,IND,REGULAR,1840471,2134209,2017-09-22 05:00:00,22,5,5,2017-09-22 01:00:00,1840430,2134188,0 days 04:00:00.000000000,41,21,40.7333477,-73.8704271
2313626,R204,R043,02-03-03,WALL ST,45,IRT,REGULAR,246974,717902,2016-09-09 22:00:00,9,22,5,2016-09-09 18:00:00,246933,717830,0 days 04:00:00.000000000,41,72,40.7064046,-74.0095219
1634792,N217,R112,00-00-00,FORDHAM RD,BD,IND,REGULAR,3742284,1981953,2018-09-11 12:00:00,11,12,2,2018-09-11 08:00:00,3741801,1981735,0 days 04:00:00.000000000,483,218,40.8628682,-73.9011137
1923471,N503,R021,00-00-02,42 ST-BRYANT PK,BDFM7,IND,REGULAR,12981803,13779324,2018-08-28 12:00:00,28,12,2,2018-08-28 04:00:00,12981589,13778341,0 days 08:00:00.000000000,214,983,40.7548368,-73.9841215
2746604,R523,R147,00-00-06,61 ST WOODSIDE,7,IRT,REGULAR,8037046,5209413,2018-09-07 17:00:00,7,17,5,2018-09-07 13:00:00,8036487,5208833,0 days 04:00:00.000000000,559,580,40.7457078,-73.90290399999999
807802,E001,R368,00-00-03,9 AV,D,BMT,REGULAR,521978,618359,2017-09-09 09:00:00,9,9,6,2017-09-09 05:00:00,521777,618314,0 days 04:00:00.000000000,201,45,40.6463419,-73.9943669
336358,A061,R142,00-03-00,DELANCEY/ESSEX,FJMZ,BMT,REGULAR,2512300,1652683,2017-08-31 13:00:00,31,13,4,2017-08-31 09:00:00,2512189,1652602,0 days 04:00:00.000000000,111,81,40.718613,-73.988113
2694222,R503,R276,01-00-02,VERNON-JACKSON,7,IRT,REGULAR,714996,10025884,2016-09-03 04:00:00,3,4,6,2016-09-03 00:00:00,714980,10025778,0 days 04:00:00.000000000,16,106,40.7426713,-73.9537248
318249,A055,R227,00-00-02,RECTOR ST,NRW,BMT,REGULAR,117610287,16830910,2017-09-05 12:00:00,5,12,2,2017-09-05 08:00:00,117610275,16830906,0 days 04:00:00.000000000,12,4,40.7078954,-74.01363649999999
1283729,N051,R084,02-03-03,59 ST COLUMBUS,ABCD1,IND,REGULAR,1292978,506659,2016-09-08 04:00:00,8,4,4,2016-09-08 00:00:00,1292869,506654,0 days 04:00:00.000000000,109,5,40.7684839,-73.981807
2496503,R242,R049,01-00-00,51 ST,6,IRT,REGULAR,224669,209186,2016-09-23 12:00:00,23,12,5,2016-09-23 08:00:00,224628,209065,0 days 04:00:00.000000000,41,121,40.757135,-73.9719119
359899,N091,R029,02-00-04,CHAMBERS ST,ACE23,IND,REGULAR,5764988,6065031,2018-09-10 20:00:00,10,20,1,2018-09-10 16:00:00,5764622,6064909,0 days 04:00:00.000000000,366,122,40.7155134,-74.0092227
1117839,R182,R035,00-05-00,168 ST,1AC,IRT,REGULAR,21170767,3930741,2017-09-04 16:00:00,4,16,1,2017-09-04 12:00:00,21170374,3930706,0 days 04:00:00.000000000,393,35,40.8408568,-73.9397731
1577601,N194,R338,00-00-00,BEACH 36 ST,A,IND,REGULAR,473651,778292,2016-09-13 04:00:00,13,4,2,2016-09-13 00:00:00,473639,778266,0 days 04:00:00.000000000,12,26,40.595532,-73.7681238
2627476,R404,R447,00-00-02,CYPRESS AV,6,IRT,REGULAR,2070604,668278,2016-09-06 09:00:00,6,9,2,2016-09-06 05:00:00,2070341,668134,0 days 04:00:00.000000000,263,144,40.8055571,-73.91449879999999
1171499,R258,R132,00-00-02,125 ST,456,IRT,REGULAR,4954702,20351448,2018-09-18 05:00:00,18,5,2,2018-09-18 01:00:00,4954673,20351398,0 days 04:00:00.000000000,29,50,40.8043863,-73.9374292
2683551,R423,R429,00-00-03,PELHAM BAY PARK,6,IRT,REGULAR,2971602,3099478,2016-08-30 12:00:00,30,12,2,2016-08-30 08:00:00,2971403,3099381,0 days 04:00:00.000000000,199,97,40.8529308,-73.8270555
1247853,N044,R187,00-00-01,81 ST-MUSEUM,BC,IND,REGULAR,15689429,3054109,2017-09-28 01:00:00,28,1,4,2017-09-27 21:00:00,15689275,3054097,0 days 04:00:00.000000000,154,12,40.7819786,-73.9720136
1745968,N324,R018,00-00-02,JKSN HT-ROOSVLT,EFMR7,IND,REGULAR,8775755,16050333,2018-09-07 00:00:00,7,0,5,2018-09-06 20:00:00,8775626,16049765,0 days 04:00:00.000000000,129,568,40.746739,-73.8909986
922375,H026,R137,00-05-00,MYRTLE-WYCKOFF,LM,BMT,REGULAR,2047,0,2016-09-22 08:00:00,22,8,4,2016-09-22 04:00:00,2047,0,0 days 04:00:00.000000000,0,0,40.699686,-73.9117713
288671,A049,R088,02-01-00,CORTLANDT ST,R,BMT,REGULAR,119575,381961,2016-09-19 17:00:00,19,17,1,2016-09-19 13:00:00,119394,381671,0 days 04:00:00.000000000,181,290,40.7110496,-74.0107859
2329744,R122,R290,02-05-00,HOUSTON ST,1,IRT,REGULAR,468,0,2018-09-15 13:00:00,15,13,6,2018-09-15 09:00:00,468,0,0 days 04:00:00.000000000,0,0,40.7286024,-74.0053168
2585924,R323,R387,00-06-01,WEST FARMS SQ,25,IRT,REGULAR,3512880,2918935,2016-09-19 17:00:00,19,17,1,2016-09-19 13:00:00,3512668,2918754,0 days 04:00:00.000000000,212,181,40.8405859,-73.8796649
282470,A047,R087,00-03-01,CITY HALL,NRW,BMT,REGULAR,634915,138312,2018-09-16 00:00:00,16,0,7,2018-09-15 20:00:00,634873,138307,0 days 04:00:00.000000000,42,5,40.7134162,-74.00695759999999
1558474,N185,R417,00-00-02,BEACH 98 ST,AS,IND,REGULAR,1753994,1935756,2017-08-27 05:00:00,27,5,7,2017-08-27 01:00:00,1753981,1935740,0 days 04:00:00.000000000,13,16,40.5854889,-73.8203521
1504979,N120A,R153,01-05-01,UTICA AV,AC,IND,REGULAR,0,213,2018-08-26 21:00:00,26,21,7,2018-08-26 17:00:00,0,213,0 days 04:00:00.000000000,0,0,40.6689469,-73.93183379999999
2814986,R533,R055,00-00-04,FLUSHING-MAIN,7,IRT,REGULAR,487170,1040716,2018-08-28 16:00:00,28,16,2,2018-08-28 12:00:00,487018,1040337,0 days 04:00:00.000000000,152,379,40.7595582,-73.82992209999999
1751010,N324,R018,00-03-04,JKSN HT-ROOSVLT,EFMR7,IND,REGULAR,1102287,133296,2018-08-31 08:00:00,31,8,5,2018-08-31 04:00:00,1101943,133290,0 days 04:00:00.000000000,344,6,40.746739,-73.8909986
1273605,N049,R084,01-02-01,59 ST COLUMBUS,ABCD1,IND,REGULAR,16326024,14107752,2018-09-16 12:00:00,16,12,7,2018-09-16 08:00:00,16325883,14107248,0 days 04:00:00.000000000,141,504,40.7684839,-73.981807
2591265,R326,R389,00-00-00,BRONX PARK EAST,25,IRT,REGULAR,3626052,2220232,2018-09-16 17:00:00,16,17,7,2018-09-16 13:00:00,3625989,2220166,0 days 04:00:00.000000000,63,66,40.8489938,-73.8683613
455371,A083,R125,00-00-00,BROAD ST,JZ,BMT,REGULAR,4402626,1845930,2016-09-15 13:00:00,15,13,4,2016-09-15 09:00:00,4402495,1845804,0 days 04:00:00.000000000,131,126,40.7070097,-74.0107831
1259888,R161A,R452,01-00-04,72 ST,123,IRT,REGULAR,6035031,3836837,2017-09-13 13:00:00,13,13,3,2017-09-13 09:00:00,6034593,3836509,0 days 04:00:00.000000000,438,328,40.7686869,-73.9584429
129208,N507,R023,00-03-05,34 ST-HERALD SQ,BDFMNQRW,IND,REGULAR,22881558,1603116,2017-09-26 00:00:00,26,0,2,2017-09-25 20:00:00,22881259,1603091,0 days 04:00:00.000000000,299,25,40.7488979,-73.98878859999999
2538066,R288,R275,00-00-00,183 ST,4,IRT,REGULAR,1779471659,1863483285,2015-09-13 16:00:00,13,16,7,2015-09-13 12:00:00,1779471449,1863483068,0 days 04:00:00.000000000,210,217,40.8583924,-73.90397810000002
134133,A029,R082,00-03-00,28 ST,NR,BMT,REGULAR,6177477,5569891,2016-09-18 08:00:00,18,8,7,2016-09-18 04:00:00,6177459,5569861,0 days 04:00:00.000000000,18,30,40.7431333,-73.984225
2544573,R293,R133,00-06-00,MOSHOLU PKWY,4,IRT,REGULAR,1111959,446734,2018-09-07 09:00:00,7,9,5,2018-09-07 05:00:00,1111810,446727,0 days 04:00:00.000000000,149,7,40.87975,-73.884655
2710573,R511,R091,00-00-01,36 AV,NQ,BMT,REGULAR,7644849,5507503,2016-09-14 04:00:00,14,4,3,2016-09-14 00:00:00,7644835,5507474,0 days 04:00:00.000000000,14,29,40.7566357,-73.9296452
2419257,R202,R042,00-06-01,BOWLING GREEN,45,IRT,REGULAR,500780,166688,2016-09-07 20:00:00,7,20,3,2016-09-07 16:00:00,500619,166661,0 days 04:00:00.000000000,161,27,40.7048108,-74.0144596
1516507,N124,R103,00-00-02,BROADWAY JCT,ACJLZ,IND,REGULAR,7853961,5812978,2018-09-01 04:00:00,1,4,6,2018-09-01 00:00:00,7853939,5812930,0 days 04:00:00.000000000,22,48,40.6789137,-73.9039
501792,N545,R204,01-05-00,CHURCH AV,FG,IND,REGULAR,1664,0,2017-09-25 20:00:00,25,20,1,2017-09-25 16:00:00,1664,0,0 days 04:00:00.000000000,0,0,40.6436845,-73.9796075
731937,R164,R167,00-00-01,86 ST,1,IRT,REGULAR,6917719,4073380,2018-08-30 09:00:00,30,9,4,2018-08-30 05:00:00,6917485,4073236,0 days 04:00:00.000000000,234,144,40.7769631,-73.9523007
2716475,R514,R094,00-00-00,ASTORIA BLVD,NQW,BMT,REGULAR,6303229,11768501,2018-09-20 08:00:00,20,8,4,2018-09-20 04:00:00,6302900,11768346,0 days 04:00:00.000000000,329,155,40.76692269999999,-73.92139619999999
1145315,N024,R332,00-00-02,135 ST,BC,IND,REGULAR,6219787,997506,2017-09-18 01:00:00,18,1,1,2017-09-17 21:00:00,6219734,997488,0 days 04:00:00.000000000,53,18,40.817894,-73.947647
2129802,PTH05,R543,00-01-07,EXCHANGE PLACE,1,PTH,REGULAR,110615,18632,2018-09-21 20:58:03,21,20,5,2018-09-21 16:46:03,110531,18622,0 days 04:12:00.000000000,84,10,40.71676,-74.03238
1228208,R168A,R168,00-02-00,96 ST,123,IRT,REGULAR,5863273,6548238,2017-09-28 21:00:00,28,21,4,2017-09-28 17:00:00,5863008,6547609,0 days 04:00:00.000000000,265,629,40.7839341,-73.9476064
728403,N043,R186,00-00-00,86 ST,BC,IND,REGULAR,179816,165862,2017-09-25 08:00:00,25,8,1,2017-09-25 04:00:00,179618,165532,0 days 04:00:00.000000000,198,330,40.7769631,-73.9523007
2869932,R625,R062,01-00-03,CROWN HTS-UTICA,34,IRT,REGULAR,5842399,2839997,2015-09-10 12:00:00,10,12,4,2015-09-10 08:00:00,5841525,2839913,0 days 04:00:00.000000000,874,84,40.6689469,-73.93183379999999
537950,B022,R229,00-00-02,AVENUE M,BQ,BMT,REGULAR,1941961,287663,2018-09-13 20:00:00,13,20,4,2018-09-13 16:00:00,1941755,287627,0 days 04:00:00.000000000,206,36,40.7769631,-73.9523007
549906,B024A,R211,02-00-04,KINGS HWY,BQ,BMT,REGULAR,1890923,1554471,2016-08-28 04:00:00,28,4,7,2016-08-28 00:00:00,1890914,1554386,0 days 04:00:00.000000000,9,85,40.6088717,-73.9577807
2906914,R645,R110,00-05-00,FLATBUSH AV-B.C,25,IRT,REGULAR,6490,0,2016-09-15 13:00:00,15,13,4,2016-09-15 09:00:00,6488,0,0 days 04:00:00.000000000,2,0,40.6608788,-73.9621109
257242,A046,R463,00-06-06,CANAL ST,JNQRZ6W,BMT,REGULAR,102312581,21632471,2018-08-25 13:00:00,25,13,6,2018-08-25 09:00:00,102312446,21631864,0 days 04:00:00.000000000,135,607,40.7195147,-74.0017857
1074474,N001,R173,01-06-01,INWOOD-207 ST,A,IND,REGULAR,201484916,96718,2015-09-02 01:00:00,2,1,3,2015-09-01 21:00:00,201484906,96681,0 days 04:00:00.000000000,10,37,40.8676635,-73.9212009
1100714,N010,R126,00-03-01,175 ST,A,IND,REGULAR,836153,1082175,2015-09-16 12:00:00,16,12,3,2015-09-16 08:00:00,836055,1082135,0 days 04:00:00.000000000,98,40,40.8479166,-73.9394823
951842,H041,R152,00-05-00,CANARSIE-ROCKAW,L,BMT,REGULAR,2272,0,2018-09-01 01:00:00,1,1,6,2018-09-14 21:00:00,2280,0,-14 days +04:00:00.000000000,-8,0,40.6470969,-73.9016086
2124660,PTH05,R543,00-01-00,EXCHANGE PLACE,1,PTH,REGULAR,143408,449033,2016-09-07 18:22:49,7,18,3,2016-09-07 14:10:49,143170,448754,0 days 04:12:00.000000000,238,279,40.71676,-74.03238
978399,J017,R432,00-00-01,CHAUNCEY ST,JZ,BMT,REGULAR,5237591,2014409,2017-09-02 13:00:00,2,13,6,2017-09-02 09:00:00,5237368,2014377,0 days 04:00:00.000000000,223,32,40.682893,-73.910456
1975817,N534,R220,01-00-02,CARROLL ST,FG,IND,REGULAR,4197186,92784,2017-09-25 00:00:00,25,0,1,2017-09-24 20:00:00,4197165,92784,0 days 04:00:00.000000000,21,0,40.6793313,-73.9954833
1709065,N309A,R140,00-06-00,QUEENS PLAZA,EMR,IND,REGULAR,67357,454387,2015-09-22 21:00:00,22,21,2,2015-09-22 17:00:00,67319,454270,0 days 04:00:00.000000000,38,117,40.74893590000001,-73.9373695
1940521,N519A,R461,01-05-01,B'WAY-LAFAYETTE,BDFQ6,IND,REGULAR,50331648,16777841,2016-09-04 17:00:00,4,17,7,2016-09-04 13:00:00,50331648,16777840,0 days 04:00:00.000000000,0,1,40.7250151,-73.9956959
1294651,N060,R010,01-00-01,42 ST-PORT AUTH,ACENGRS1237W,IND,REGULAR,14235926,12511797,2018-09-19 10:00:00,19,10,3,2018-09-19 06:00:00,14235824,12511273,0 days 04:00:00.000000000,102,524,40.7571387,-73.9898439
718742,R248,R178,00-00-06,77 ST,6,IRT,REGULAR,19331846,4417068,2016-09-14 17:00:00,14,17,3,2016-09-14 13:00:00,19331846,4416724,0 days 04:00:00.000000000,0,344,40.7735072,-73.95974269999999
1265203,R161B,R452,00-03-00,72 ST,123,IRT,REGULAR,4647332,9757421,2015-08-29 09:00:00,29,9,6,2015-08-29 05:00:00,4647225,9757100,0 days 04:00:00.000000000,107,321,40.7686869,-73.9584429
1124710,N019,R101,01-00-00,145 ST,ABCD,IND,REGULAR,5937486,12773098,2016-09-18 16:00:00,18,16,7,2016-09-18 12:00:00,5937202,12772730,0 days 04:00:00.000000000,284,368,40.826604,-73.95038339999999
976369,J013,R380,00-00-01,GATES AV,JZ,BMT,REGULAR,1156539,518485,2016-09-23 01:00:00,23,1,5,2016-09-22 21:00:00,1156472,518363,0 days 04:00:00.000000000,67,122,40.6896184,-73.9222369
1151419,R307,R207,01-00-01,135 ST,23,IRT,REGULAR,1633253,1283010,2015-09-25 16:00:00,25,16,5,2015-09-25 12:00:00,1632917,1282773,0 days 04:00:00.000000000,336,237,40.817894,-73.947647
2876779,R626,R062,00-03-00,CROWN HTS-UTICA,34,IRT,REGULAR,3425648,6791273,2017-08-29 08:00:00,29,8,2,2017-08-29 04:00:00,3425401,6791140,0 days 04:00:00.000000000,247,133,40.6689469,-73.93183379999999
2074821,PTH01,R549,00-00-03,NEWARK HW BMEBE,1,PTH,REGULAR,89505,6917,2015-09-08 01:54:19,8,1,2,2015-09-07 21:42:19,89504,6916,0 days 04:12:00.000000000,1,1,40.7126452,-74.00989799999999
2484831,R238A,R046,02-00-03,GRD CNTRL-42 ST,4567S,IRT,REGULAR,1117855,356818,2018-09-16 16:00:00,16,16,7,2018-09-16 12:00:00,1117646,356688,0 days 04:00:00.000000000,209,130,40.7583252,-73.9919565
1533694,N133,R384,00-00-02,88 ST,A,IND,REGULAR,3645301,1265535,2016-08-28 05:00:00,28,5,7,2016-08-28 01:00:00,3645290,1265533,0 days 04:00:00.000000000,11,2,40.679843,-73.85146999999999
8352,C021,R212,00-00-02,59 ST,NR,BMT,REGULAR,10179938,7688934,2016-09-20 09:40:38,20,9,2,2016-09-20 08:00:00,10179892,7688819,0 days 01:40:38.000000000,46,115,40.762824,-73.967562
2609326,R332,R365,00-00-01,219 ST,25,IRT,REGULAR,3106545,1504159,2018-08-28 05:00:00,28,5,2,2018-08-28 01:00:00,3106502,1504147,0 days 04:00:00.000000000,43,12,40.70885699999999,-73.73716499999999
2541616,R293,R133,00-00-01,MOSHOLU PKWY,4,IRT,REGULAR,8660188,1651675,2017-09-05 01:00:00,5,1,2,2017-09-04 21:00:00,8660159,1651649,0 days 04:00:00.000000000,29,26,40.87975,-73.884655
226367,A038,R085,00-00-02,8 ST-NYU,NRW,BMT,REGULAR,12325948,1415822,2017-09-17 00:00:00,17,0,7,2017-09-16 20:00:00,12325478,1415794,0 days 04:00:00.000000000,470,28,40.7306255,-73.9926698
1082607,R186,R036,00-00-01,DYCKMAN ST,1,IRT,REGULAR,2362549,1158230,2015-09-14 10:57:10,14,10,1,2015-09-14 08:00:00,2362134,1158178,0 days 02:57:10.000000000,415,52,40.8654861,-73.9272995
398624,N095,R014,00-03-02,FULTON ST,ACJZ2345,IND,REGULAR,4090847,760287,2017-09-27 13:00:00,27,13,3,2017-09-27 09:00:00,4090395,760187,0 days 04:00:00.000000000,452,100,40.709373,-74.0083258
1802055,N335,R158,01-00-02,KEW GARDENS,EF,IND,REGULAR,5980071,9140121,2017-09-23 22:30:00,23,22,6,2017-09-23 18:30:00,5980006,9139902,0 days 04:00:00.000000000,65,219,40.7140881,-73.8300213
1023126,N138,R355,01-06-00,111 ST,A,IND,REGULAR,2227067,724582,2016-09-20 05:00:00,20,5,2,2016-09-20 01:00:00,2227051,724582,0 days 04:00:00.000000000,16,0,40.69738419999999,-73.8363267
69806,R143,R032,02-00-03,TIMES SQ-42 ST,1237ACENQRSW,IRT,REGULAR,1120319,1231387,2017-09-04 20:00:00,4,20,1,2017-09-04 16:00:00,1120259,1231270,0 days 04:00:00.000000000,60,117,40.7545563,-73.9866737
516741,B018,R184,00-00-01,CORTELYOU RD,BQ,BMT,REGULAR,1697423,390092,2017-08-29 00:00:00,29,0,2,2017-08-28 20:00:00,1697327,390023,0 days 04:00:00.000000000,96,69,40.6412697,-73.9639694
2395541,R196,R306,00-00-00,238 ST,1,IRT,REGULAR,5774194,295598,2017-08-26 13:00:00,26,13,6,2017-08-26 09:00:00,5774064,295591,0 days 04:00:00.000000000,130,7,40.884873,-73.9006843
2884504,R628,R064,00-00-01,SARATOGA AV,3,IRT,REGULAR,9295790,4868192,2018-08-26 16:00:00,26,16,7,2018-08-26 12:00:00,9295681,4868115,0 days 04:00:00.000000000,109,77,40.7649305,-73.9725117
329643,A058,R001,01-06-02,WHITEHALL S-FRY,R1,BMT,REGULAR,72323,16966,2016-09-22 13:00:00,22,13,4,2016-09-22 09:00:00,72312,16959,0 days 04:00:00.000000000,11,7,40.702161,-74.0127837
741051,R249,R179,01-00-00,86 ST,456,IRT,REGULAR,2200380,33778839,2017-09-04 12:00:00,4,12,1,2017-09-04 08:00:00,2200355,33778159,0 days 04:00:00.000000000,25,680,40.7769631,-73.9523007
730082,N043,R186,00-06-01,86 ST,BC,IND,REGULAR,6302872,1746064,2015-08-29 12:00:00,29,12,6,2015-08-29 08:00:00,6302680,1746038,0 days 04:00:00.000000000,192,26,40.7769631,-73.9523007
7248,C021,R212,00-00-00,59 ST,NRW,BMT,REGULAR,8444138,4414177,2018-09-14 08:00:00,14,8,5,2018-09-14 04:00:00,8443781,4414098,0 days 04:00:00.000000000,357,79,40.762824,-73.967562
2681140,R422,R428,00-05-01,BUHRE AV,6,IRT,REGULAR,1,373,2018-09-10 01:00:00,10,1,1,2018-09-09 21:00:00,1,373,0 days 04:00:00.000000000,0,0,40.8469121,-73.8323569
2494277,R241A,R048,00-00-01,GRD CNTRL-42 ST,4567S,IRT,REGULAR,4229283,2989050,2017-09-15 13:00:00,15,13,5,2017-09-15 09:00:00,4229032,2987981,0 days 04:00:00.000000000,251,1069,40.7583252,-73.9919565
529080,B020,R263,00-06-05,AVENUE H,BQ,BMT,REGULAR,0,39,2017-09-21 20:00:00,21,20,4,2017-09-21 16:00:00,0,39,0 days 04:00:00.000000000,0,0,40.6297445,-73.9616617
91162,A022,R022,01-00-00,34 ST-HERALD SQ,BDFMNQR,BMT,REGULAR,22221581,8719210,2016-08-31 08:00:00,31,8,3,2016-08-31 04:00:00,22221463,8719014,0 days 04:00:00.000000000,118,196,40.7488979,-73.98878859999999
2092128,PTH02,R544,00-04-05,HARRISON,1,PTH,REGULAR,26257,363888,2016-08-28 20:30:30,28,20,7,2016-08-28 16:18:30,26204,363473,0 days 04:12:00.000000000,53,415,40.7394438,-74.1558766
1202458,N034,R334,01-00-02,CATHEDRAL PKWY,BC,IND,REGULAR,5439789,2237084,2016-09-21 09:00:00,21,9,3,2016-09-21 05:00:00,5439288,2236943,0 days 04:00:00.000000000,501,141,40.7127753,-74.0059728
122546,N507,R023,00-00-00,34 ST-HERALD SQ,BDFMNQRW,IND,REGULAR,447690,52570947,2017-09-21 04:00:00,21,4,4,2017-09-21 00:00:00,447690,52570879,0 days 04:00:00.000000000,0,68,40.7488979,-73.98878859999999
