,C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DESC,ENTRIES,EXITS,DATETIME,DAY,HOUR,WEEKDAY,PREV_DATE,PREV_ENTRIES,PREV_EXITS,TIME_DIFF,ENTRIES_DIFF,EXITS_DIFF,LATITUDE,LONGITUDE
439726,R205A,R014,04-03-00,FULTON ST,2345ACJZ,IRT,REGULAR,3527617,2731703,2017-09-09 01:00:00,9,1,6,2017-09-22 21:00:00,3541718,2741705,-14 days +04:00:00.000000000,-14101,-10002,40.709373,-74.0083258
1274856,N049,R084,01-03-01,59 ST COLUMBUS,ABCD1,IND,REGULAR,505147210,454582899,2016-09-16 08:00:00,16,8,5,2016-09-16 04:00:00,505147148,454582646,0 days 04:00:00.000000000,62,253,40.7684839,-73.981807
302348,A050,R088,00-05-02,CORTLANDT ST,R,BMT,REGULAR,1137354,1572050,2015-09-21 01:00:00,21,1,1,2015-09-20 21:00:00,1137354,1572050,0 days 04:00:00.000000000,0,0,40.7110496,-74.0107859
392933,A081,R028,04-05-00,FULTON ST,ACJZ2345,BMT,REGULAR,1964,0,2018-09-02 07:00:00,2,7,7,2018-09-02 03:00:00,1964,0,0 days 04:00:00.000000000,0,0,40.709373,-74.0083258
1467252,N111,R284,00-00-01,CLINTON-WASH AV,C,IND,REGULAR,3526462,1040299,2017-09-28 20:00:00,28,20,4,2017-09-28 16:00:00,3526287,1040267,0 days 04:00:00.000000000,175,32,40.6834989,-73.9668944
1482204,N114,R297,01-00-01,FRANKLIN AV,ACS,IND,REGULAR,2574815,6901565,2018-09-11 01:00:00,11,1,2,2018-09-10 21:00:00,2574762,6901368,0 days 04:00:00.000000000,53,197,40.6807712,-73.95587139999999
1298659,N062,R011,01-00-00,42 ST-PORT AUTH,ACENQRS1237W,IND,REGULAR,10753999,37172970,2017-08-30 00:00:00,30,0,3,2017-08-29 20:00:00,10753803,37172109,0 days 04:00:00.000000000,196,861,40.7571387,-73.9898439
2282928,R101,R001,02-06-05,SOUTH FERRY,1RW,IRT,REGULAR,1,50,2018-09-12 01:00:00,12,1,3,2018-09-11 21:00:00,1,50,0 days 04:00:00.000000000,0,0,40.702161,-74.0127837
2414001,R201,R041,00-05-01,BOWLING GREEN,45,IRT,REGULAR,117440516,442,2018-09-05 16:00:00,5,16,3,2018-09-05 12:00:00,117440516,442,0 days 04:00:00.000000000,0,0,40.7048108,-74.0144596
2636668,R409,R449,01-00-02,E 149 ST,6,IRT,REGULAR,1834224,5509238,2016-09-04 21:00:00,4,21,7,2016-09-04 17:00:00,1834166,5509051,0 days 04:00:00.000000000,58,187,40.818323,-73.92718280000001
548067,B024A,R211,02-00-00,KINGS HWY,BQ,BMT,REGULAR,699537,798463,2017-09-29 04:00:00,29,4,5,2017-09-29 00:00:00,699535,798421,0 days 04:00:00.000000000,2,42,40.6088717,-73.9577807
2335686,R124,R290,03-00-02,HOUSTON ST,1,IRT,REGULAR,1045444,2746898,2016-09-08 01:00:00,8,1,4,2016-09-07 21:00:00,1045414,2746866,0 days 04:00:00.000000000,30,32,40.7286024,-74.0053168
1950152,N528,R257,01-00-01,EAST BROADWAY,F,IND,REGULAR,3180475,975871,2018-09-08 00:00:00,8,0,6,2018-09-21 20:00:00,3199635,981340,-14 days +04:00:00.000000000,-19160,-5469,40.7144029,-73.98991880000001
187096,R226A,R131,03-06-00,23 ST,6,IRT,REGULAR,34895981,19746537,2017-08-26 21:00:00,26,21,6,2017-08-26 17:00:00,34895901,19746306,0 days 04:00:00.000000000,80,231,40.7459544,-73.9979973
238112,A043,R462,00-00-01,CANAL ST,JNQRZ6,BMT,REGULAR,353525415,437803338,2016-09-14 01:00:00,14,1,3,2016-09-13 21:00:00,353525211,437803265,0 days 04:00:00.000000000,204,73,40.7195147,-74.0017857
686799,C018,R197,00-00-01,36 ST,DNR,BMT,REGULAR,3283195,2444688,2017-09-28 09:00:00,28,9,4,2017-09-28 05:00:00,3282675,2444487,0 days 04:00:00.000000000,520,201,40.6545065,-74.0042335
63133,A016,R081,03-06-01,49 ST,NQRW,BMT,REGULAR,67112061,4237,2017-09-11 16:00:00,11,16,1,2017-09-11 12:00:00,67112049,4225,0 days 04:00:00.000000000,12,12,40.7598372,-73.9841825
231569,A041,R086,00-00-00,PRINCE ST,NR,BMT,REGULAR,9898788,3643081,2016-09-02 12:00:00,2,12,5,2016-09-02 08:00:00,9898547,3642715,0 days 04:00:00.000000000,241,366,40.7242266,-73.99775509999999
1308841,N062A,R010,00-06-00,42 ST-PORT AUTH,ACENQRS1237W,IND,REGULAR,4839748,5442562,2018-08-29 22:00:00,29,22,3,2018-08-29 18:00:00,4839166,5441928,0 days 04:00:00.000000000,582,634,40.7571387,-73.9898439
62901,A016,R081,03-06-01,49 ST,NQR,BMT,REGULAR,67110654,16780657,2016-09-02 08:00:00,2,8,5,2016-09-02 04:00:00,67110652,16780629,0 days 04:00:00.000000000,2,28,40.7598372,-73.9841825
2366914,R176,R169,00-00-01,137 ST CITY COL,1,IRT,REGULAR,12398170,1864501,2018-08-29 13:00:00,29,13,3,2018-08-29 09:00:00,12397693,1864411,0 days 04:00:00.000000000,477,90,40.821374,-73.95440099999999
803188,E014,R374,00-05-00,BAY PKWY,D,BMT,REGULAR,150994973,0,2016-09-01 09:00:00,1,9,4,2016-09-01 05:00:00,150994973,0,0 days 04:00:00.000000000,0,0,40.61188000000001,-73.98187109999999
2544644,R293,R133,00-06-00,MOSHOLU PKWY,4,IRT,REGULAR,1114830,447386,2018-09-19 09:00:00,19,9,3,2018-09-19 05:00:00,1114701,447375,0 days 04:00:00.000000000,129,11,40.87975,-73.884655
2304333,R203,R043,00-05-00,WALL ST,45,IRT,REGULAR,8389095,1600804,2016-09-20 18:00:00,20,18,2,2016-09-20 14:00:00,8388609,1600748,0 days 04:00:00.000000000,486,56,40.7064046,-74.0095219
2828115,R550,R072,00-00-01,34 ST-HUDSON YD,7,IRT,REGULAR,10179,96583,2016-08-30 08:00:00,30,8,2,2016-08-30 04:00:00,10179,96531,0 days 04:00:00.000000000,0,52,40.7549713,-74.0010084
2320130,R117,R343,00-00-00,FRANKLIN ST,1,IRT,REGULAR,8559768,1780675,2016-09-15 09:00:00,15,9,4,2016-09-15 05:00:00,8559567,1780617,0 days 04:00:00.000000000,201,58,40.7190056,-74.0066801
1664298,N224,R157,00-00-04,NORWOOD 205 ST,D,IND,REGULAR,1981695,4606973,2017-09-24 13:00:00,24,13,7,2017-09-24 09:00:00,1981581,4606871,0 days 04:00:00.000000000,114,102,40.8741411,-73.8775224
1469867,N111,R284,00-06-02,CLINTON-WASH AV,C,IND,REGULAR,304275,195228,2016-09-20 12:00:00,20,12,2,2016-09-20 08:00:00,303852,195097,0 days 04:00:00.000000000,423,131,40.6834989,-73.9668944
134508,A029,R082,00-03-00,28 ST,NRW,BMT,REGULAR,7207871,6489495,2018-09-15 16:00:00,15,16,6,2018-09-15 12:00:00,7207474,6489297,0 days 04:00:00.000000000,397,198,40.7431333,-73.984225
1316850,N063A,R011,00-00-03,42 ST-PORT AUTH,ACENQRS1237,IND,REGULAR,275287067,108338126,2016-09-04 00:00:00,4,0,7,2016-09-03 20:00:00,275286613,108337813,0 days 04:00:00.000000000,454,313,40.7571387,-73.9898439
519179,B019,R149,00-00-02,NEWKIRK PLAZA,BQ,BMT,REGULAR,8848616,10071490,2015-09-18 21:00:00,18,21,5,2015-09-18 17:00:00,8848394,10070715,0 days 04:00:00.000000000,222,775,40.6349954,-73.9627801
1655033,R290,R161,00-00-04,KINGSBRIDGE RD,4,IRT,REGULAR,17594810,3342491,2017-09-08 05:00:00,8,5,5,2017-09-08 01:00:00,17594732,3342471,0 days 04:00:00.000000000,78,20,40.8677601,-73.89730279999999
2764184,R526,R096,00-05-03,82 ST-JACKSON H,7,IRT,REGULAR,653,1810,2016-09-02 00:00:00,2,0,5,2016-09-01 20:00:00,493,1272,0 days 04:00:00.000000000,160,538,40.74765900000001,-73.883697
644920,R610,R057,00-03-00,ATL AV-BARCLAY,2345BDNQR,IRT,REGULAR,4647295,29580850,2017-09-02 20:00:00,2,20,6,2017-09-02 16:00:00,4647276,29579840,0 days 04:00:00.000000000,19,1010,40.683666,-73.97881
1787633,N333A,R141,00-03-00,FOREST HILLS 71,EFMR,IND,REGULAR,17444828,9487398,2016-08-30 13:00:00,30,13,2,2016-08-30 09:00:00,17444306,9487365,0 days 04:00:00.000000000,522,33,40.721691,-73.844521
1217872,R252,R180,00-00-04,103 ST,6,IRT,REGULAR,51539,75970,2015-09-07 17:00:00,7,17,1,2015-09-07 13:00:00,51285,75601,0 days 04:00:00.000000000,254,369,40.7902308,-73.9477564
742495,R249,R179,01-00-02,86 ST,456,IRT,REGULAR,1312257,1275076,2017-09-08 12:00:00,8,12,5,2017-09-08 08:00:00,1312043,1274417,0 days 04:00:00.000000000,214,659,40.7769631,-73.9523007
792179,N549,R242,00-00-01,18 AV,F,IND,REGULAR,5776894,5624391,2018-09-20 12:00:00,20,12,4,2018-09-20 08:46:57,5776798,5624322,0 days 03:13:03.000000000,96,69,40.6201053,-73.9894662
2131236,PTH05,R543,00-04-02,EXCHANGE PLACE,1,PTH,REGULAR,457182,58610,2015-09-11 17:58:57,11,17,5,2015-09-11 13:46:57,456794,58559,0 days 04:12:00.000000000,388,51,40.71676,-74.03238
2027081,N604,R342,00-00-01,JAMAICA VAN WK,E,IND,REGULAR,2738719,2475152,2016-09-12 01:00:00,12,1,1,2016-09-11 21:00:00,2738691,2475094,0 days 04:00:00.000000000,28,58,40.70274089999999,-73.8172514
24839,R244A,R050,01-06-00,59 ST,456NQRW,IRT,REGULAR,7592467,9475011,2017-09-18 04:00:00,18,4,1,2017-09-18 00:00:00,7592460,9475004,0 days 04:00:00.000000000,7,7,40.762824,-73.967562
2090492,PTH02,R544,00-04-02,HARRISON,1,PTH,REGULAR,105103,1349875,2018-09-01 16:52:30,1,16,6,2018-09-01 12:40:30,105100,1349849,0 days 04:12:00.000000000,3,26,40.7394438,-74.1558766
2050817,N607,R025,01-06-02,JAMAICA CENTER,EJZ,IND,REGULAR,1881149,7419923,2016-09-08 00:00:00,8,0,4,2016-09-07 20:00:00,1881127,7418967,0 days 04:00:00.000000000,22,956,40.7021447,-73.8008771
1265528,R161B,R452,00-03-00,72 ST,123,IRT,REGULAR,5508631,11628679,2016-09-22 05:00:00,22,5,4,2016-09-22 01:00:00,5508605,11628647,0 days 04:00:00.000000000,26,32,40.7686869,-73.9584429
255570,A046,R463,00-06-04,CANAL ST,JNQRZ6,BMT,REGULAR,3455146,7233226,2016-09-22 13:00:00,22,13,4,2016-09-22 09:00:00,3454995,7232604,0 days 04:00:00.000000000,151,622,40.7195147,-74.0017857
2456162,R232,R176,02-00-05,33 ST,6,IRT,REGULAR,2050770,2621038,2015-09-10 01:00:00,10,1,4,2015-09-09 21:00:00,2050679,2620971,0 days 04:00:00.000000000,91,67,40.7465183,-73.9817956
1588431,N196,R285,00-05-00,FAR ROCKAWAY,A,IND,REGULAR,1452,0,2017-09-01 20:00:00,1,20,5,2017-09-01 16:00:00,1451,0,0 days 04:00:00.000000000,1,0,40.6040162,-73.7553764
2343188,R159,R164,01-00-00,66 ST-LINCOLN,1,IRT,REGULAR,4692023,11883895,2018-09-01 09:00:00,1,9,6,2018-09-01 05:00:00,4692010,11883808,0 days 04:00:00.000000000,13,87,40.7736972,-73.9822288
2476378,R238,R046,00-00-06,GRD CNTRL-42 ST,4567S,IRT,REGULAR,3929123,7686036,2017-08-31 07:58:31,31,7,4,2017-08-31 04:00:00,3928919,7685951,0 days 03:58:31.000000000,204,85,40.7583252,-73.9919565
1214042,R170,R191,00-03-00,103 ST,1,IRT,REGULAR,8019197,4464835,2018-09-17 01:00:00,17,1,1,2018-09-16 21:00:00,8019125,4464748,0 days 04:00:00.000000000,72,87,40.7902308,-73.9477564
218326,R221,R170,01-00-02,14 ST-UNION SQ,456LNQRW,IRT,REGULAR,14852985,8887887,2018-08-31 01:00:00,31,1,5,2018-08-30 21:00:00,14852408,8887723,0 days 04:00:00.000000000,577,164,40.7348024,-73.990753
2370841,R179,R193,01-00-02,157 ST,1,IRT,REGULAR,1390173,8585479,2018-09-18 01:00:00,18,1,2,2018-09-17 21:00:00,1390155,8584922,0 days 04:00:00.000000000,18,557,40.8342387,-73.9450796
2341801,R130,R321,01-06-00,18 ST,1,IRT,REGULAR,129139,207133,2018-09-06 04:00:00,6,4,4,2018-09-06 00:00:00,129137,207131,0 days 04:00:00.000000000,2,2,40.7412137,-73.9980293
2182836,PTH13,R541,00-00-00,THIRTY ST,1,PTH,REGULAR,99765,159954,2015-09-08 06:28:20,8,6,2,2015-09-08 02:16:20,99763,159939,0 days 04:12:00.000000000,2,15,40.7769631,-73.9523007
1411253,R127,R105,00-00-01,14 ST,123FLM,IRT,REGULAR,1848590,577974,2017-09-28 04:00:00,28,4,4,2017-09-28 00:00:00,1848537,577962,0 days 04:00:00.000000000,53,12,40.7348024,-73.990753
1575210,N193,R337,00-00-01,BEACH 44 ST,A,IND,REGULAR,1057069,1327179,2018-09-14 04:00:00,14,4,5,2018-09-14 00:00:00,1057064,1327170,0 days 04:00:00.000000000,5,9,40.59567,-73.7757202
1498018,N119,R199,00-00-02,KINGSTON-THROOP,C,IND,REGULAR,3366277,942553,2015-09-21 20:00:00,21,20,1,2015-09-21 16:00:00,3366031,942469,0 days 04:00:00.000000000,246,84,40.6798265,-73.9411294
660064,R612,R057,01-00-06,ATL AV-BARCLAY,BDNQR2345,IRT,REGULAR,733980,593303,2016-09-10 00:00:00,10,0,6,2016-09-23 20:00:00,742220,597833,-14 days +04:00:00.000000000,-8240,-4530,40.683666,-73.97881
1191125,R256,R182,00-00-01,116 ST,6,IRT,REGULAR,2115724,794361,2018-09-09 17:00:00,9,17,7,2018-09-09 13:00:00,2115724,794361,0 days 04:00:00.000000000,0,0,40.7986377,-73.9416325
2766462,R527,R122,00-03-00,90 ST-ELMHURST,7,IRT,REGULAR,4997460,5761045,2016-09-21 09:03:41,21,9,3,2016-09-21 08:00:00,4997240,5760972,0 days 01:03:41.000000000,220,73,40.7485008,-73.87657229999999
2262224,PTH22,R540,00-04-04,PATH NEW WTC,1,PTH,REGULAR,10965,200762,2018-09-20 11:38:30,20,11,4,2018-09-20 07:26:30,10962,200580,0 days 04:12:00.000000000,3,182,40.7126452,-74.00989799999999
526471,B020,R263,00-06-00,AVENUE H,BQ,BMT,REGULAR,27726,193365,2018-09-07 12:00:00,7,12,5,2018-09-07 08:00:00,27725,193361,0 days 04:00:00.000000000,1,4,40.6297445,-73.9616617
2631409,R407,R448,01-00-00,E 143/ST MARY'S,6,IRT,REGULAR,421388,732549,2017-08-28 13:00:00,28,13,1,2017-08-28 09:00:00,421383,732538,0 days 04:00:00.000000000,5,11,40.8082006,-73.9078528
2233005,PTH19,R549,02-00-02,NEWARK C,1,PTH,REGULAR,6485,411,2017-09-14 06:11:45,14,6,4,2017-09-14 01:59:45,6473,411,0 days 04:12:00.000000000,12,0,40.750568,-73.993519
201529,A033,R170,02-00-05,14 ST-UNION SQ,LNQR456W,BMT,REGULAR,12829695,5129109,2017-08-27 09:00:00,27,9,7,2017-08-27 05:00:00,12829618,5128883,0 days 04:00:00.000000000,77,226,40.7348024,-73.990753
2446688,R231,R176,00-00-02,33 ST,6,IRT,REGULAR,12112933,5664797,2018-09-11 21:00:00,11,21,2,2018-09-11 17:00:00,12112432,5664602,0 days 04:00:00.000000000,501,195,40.7465183,-73.9817956
1043509,JFK03,R536,00-00-04,JFK JAMAICA CT1,E,IND,REGULAR,218873,197027,2015-08-29 13:00:00,29,13,6,2015-08-29 09:00:00,218676,196893,0 days 04:00:00.000000000,197,134,40.7005728,-73.8077071
1316068,N063A,R011,00-00-01,42 ST-PORT AUTH,ACENQRS1237W,IND,REGULAR,1278151432,172794459,2017-09-28 12:00:00,28,12,4,2017-09-28 08:00:00,1278149849,172793923,0 days 04:00:00.000000000,1583,536,40.7571387,-73.9898439
1032668,J037,R009,00-06-00,121 ST,JZ,BMT,REGULAR,1202964,1007592,2018-09-14 00:00:00,14,0,5,2018-09-13 20:00:00,1202942,1007525,0 days 04:00:00.000000000,22,67,40.7006094,-73.8281286
2297379,R112,R027,02-00-04,WALL ST,23,IRT,REGULAR,233198,462972,2015-09-08 04:00:00,8,4,2,2015-09-08 00:00:00,233198,462972,0 days 04:00:00.000000000,0,0,40.7064046,-74.0095219
831350,R155,R116,01-00-04,50 ST,1,IRT,REGULAR,4419798,1667918,2016-09-14 16:00:00,14,16,3,2016-09-14 12:00:00,4419557,1667886,0 days 04:00:00.000000000,241,32,40.7620363,-73.98632909999999
1577602,N194,R338,00-00-00,BEACH 36 ST,A,IND,REGULAR,473799,778326,2016-09-13 08:00:00,13,8,2,2016-09-13 04:00:00,473651,778292,0 days 04:00:00.000000000,148,34,40.595532,-73.7681238
2295874,R112,R027,02-00-02,WALL ST,23,IRT,REGULAR,407030,342031,2015-08-29 00:00:00,29,0,6,2015-09-11 20:00:00,415283,349082,-14 days +04:00:00.000000000,-8253,-7051,40.7064046,-74.0095219
769006,H001,R175,00-05-00,8 AV,ACEL,BMT,REGULAR,12898,0,2017-08-29 09:00:00,29,9,2,2017-08-29 05:00:00,12898,0,0 days 04:00:00.000000000,0,0,40.7397407,-74.00280390000002
1277596,N049,R084,01-06-00,59 ST COLUMBUS,ABCD1,IND,REGULAR,249309,1562397,2016-09-18 04:00:00,18,4,7,2016-09-18 00:00:00,249295,1562383,0 days 04:00:00.000000000,14,14,40.7684839,-73.981807
1154813,N025,R102,01-00-00,125 ST,ACBD,IND,REGULAR,5681764,4576806,2018-09-21 16:00:00,21,16,5,2018-09-21 12:00:00,5681533,4576619,0 days 04:00:00.000000000,231,187,40.8043863,-73.9374292
548928,B024A,R211,02-00-02,KINGS HWY,BQ,BMT,REGULAR,2640480,3575690,2016-09-18 00:00:00,18,0,7,2016-09-17 20:00:00,2640440,3575545,0 days 04:00:00.000000000,40,145,40.6088717,-73.9577807
2013496,N601,R319,00-00-03,LEXINGTON AV/63,F,IND,REGULAR,785754,351239,2018-09-05 16:00:00,5,16,3,2018-09-05 12:00:00,785060,351064,0 days 04:00:00.000000000,694,175,40.7648364,-73.9665819
2368977,R179,R193,01-00-00,157 ST,1,IRT,REGULAR,2616075,4827777,2016-09-13 05:00:00,13,5,2,2016-09-13 01:00:00,2616051,4827688,0 days 04:00:00.000000000,24,89,40.8342387,-73.9450796
515751,B017,R262,00-00-02,BEVERLEY ROAD,BQ,BMT,REGULAR,4928290,9146629,2017-09-13 08:00:00,13,8,3,2017-09-13 04:00:00,4928002,9146554,0 days 04:00:00.000000000,288,75,40.6442291,-73.96449799999999
1286155,R158,R084,00-00-00,59 ST COLUMBUS,1ABCD,IRT,REGULAR,1284517,4761996,2017-09-04 16:00:00,4,16,1,2017-09-04 12:00:00,1284435,4761425,0 days 04:00:00.000000000,82,571,40.7684839,-73.981807
1016223,J034,R007,00-00-03,104 ST,JZ,BMT,REGULAR,4428555,4692355,2018-09-03 08:00:00,3,8,1,2018-09-03 04:00:00,4428457,4692350,0 days 04:00:00.000000000,98,5,40.6951456,-73.8443046
680282,R315,R406,01-00-01,PROSPECT AV,25,IRT,REGULAR,1701653,1639989,2016-09-09 05:00:00,9,5,5,2016-09-09 01:00:00,1701636,1639982,0 days 04:00:00.000000000,17,7,40.7006447,-73.98738809999999
2940647,S102,R165,00-00-01,TOMPKINSVILLE,1,SRT,REGULAR,410541,4291,2016-08-27 14:00:00,27,14,6,2016-08-27 10:00:00,410510,4291,0 days 04:00:00.000000000,31,0,40.6376266,-74.07502889999999
2031764,N605,R024,00-00-02,SUTPHIN-ARCHER,EJZ,IND,REGULAR,7974707,7857185,2017-09-27 08:00:00,27,8,3,2017-09-27 04:00:00,7974035,7856858,0 days 04:00:00.000000000,672,327,40.7005728,-73.8077071
1034052,JFK01,R535,00-00-03,HOWARD BCH JFK,A,IND,REGULAR,211,1788,2016-09-03 05:00:00,3,5,6,2016-09-03 01:00:00,197,1746,0 days 04:00:00.000000000,14,42,40.660476,-73.83030099999999
1492497,N117,R198,01-00-02,NOSTRAND AV,AC,IND,REGULAR,130831,179173,2017-09-28 00:00:00,28,0,4,2017-09-27 20:00:00,130595,178621,0 days 04:00:00.000000000,236,552,40.6898534,-73.9516398
630693,C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,REGULAR,590114,203596,2018-08-27 00:00:00,27,0,1,2018-08-26 20:00:00,590045,203574,0 days 04:00:00.000000000,69,22,40.6898084,-73.98115589999999
1322918,N067,R012,00-00-01,34 ST-PENN STA,ACE,IND,REGULAR,1796758,2008134,2017-08-29 08:00:00,29,8,2,2017-08-29 07:28:13,1796680,2008116,0 days 00:31:47.000000000,78,18,40.751056,-73.9903102
81321,R147,R033,04-05-01,TIMES SQ-42 ST,1237ACENQRS,IRT,REGULAR,10,700,2016-09-18 16:00:00,18,16,7,2016-09-18 12:00:00,10,700,0 days 04:00:00.000000000,0,0,40.7545563,-73.9866737
729042,N043,R186,00-00-02,86 ST,BC,IND,REGULAR,14219572,5796650,2015-09-08 04:00:00,8,4,2,2015-09-08 00:00:00,14219562,5796641,0 days 04:00:00.000000000,10,9,40.7769631,-73.9523007
966857,J007,R377,00-06-01,FLUSHING AV,JM,BMT,REGULAR,10653563,11255743,2018-08-28 01:00:00,28,1,2,2018-08-27 21:00:00,10653562,11255710,0 days 04:00:00.000000000,1,33,40.7002958,-73.94116439999999
2879170,R626,R062,00-03-03,CROWN HTS-UTICA,34,IRT,REGULAR,9461823,1073709,2017-09-29 16:00:00,29,16,5,2017-09-29 12:00:00,9461198,1073666,0 days 04:00:00.000000000,625,43,40.6689469,-73.93183379999999
200702,A033,R170,02-00-04,14 ST-UNION SQ,LNQR456,BMT,REGULAR,1182510,890824,2016-09-07 01:00:00,7,1,3,2016-09-06 21:00:00,1182335,890721,0 days 04:00:00.000000000,175,103,40.7348024,-73.990753
1109377,N012,R035,01-06-00,168 ST,AC1,IND,REGULAR,52693882,385876,2018-09-21 08:00:00,21,8,5,2018-09-21 04:00:00,52693483,385872,0 days 04:00:00.000000000,399,4,40.8408568,-73.9397731
1083124,R186,R036,00-00-01,DYCKMAN ST,1,IRT,REGULAR,6460,1763,2018-09-05 20:00:00,5,20,3,2018-09-05 16:00:00,6113,1516,0 days 04:00:00.000000000,347,247,40.8654861,-73.9272995
786124,D005,R398,00-00-02,NEW UTRECHT AV,ND,BMT,REGULAR,4995561,10549820,2017-09-27 17:00:00,27,17,3,2017-09-27 13:00:00,4995444,10549357,0 days 04:00:00.000000000,117,463,40.6255554,-73.99678589999999
992858,J025,R003,00-00-00,CYPRESS HILLS,J,BMT,REGULAR,72621,83668,2015-09-07 04:00:00,7,4,1,2015-09-07 00:00:00,72614,83649,0 days 04:00:00.000000000,7,19,40.68994860000001,-73.87257310000001
90374,R151,R033,00-00-07,TIMES SQ-42 ST,1237ACENQRSW,IRT,REGULAR,327607,220646,2018-09-15 04:00:00,15,4,6,2018-09-15 00:00:00,327343,220594,0 days 04:00:00.000000000,264,52,40.7545563,-73.9866737
662203,R612,R057,01-03-03,ATL AV-BARCLAY,BDNQR2345,IRT,REGULAR,1137697,1108708,2016-09-01 12:00:00,1,12,4,2016-09-01 08:00:00,1137510,1108588,0 days 04:00:00.000000000,187,120,40.683666,-73.97881
773248,D003,R391,00-00-01,FT HAMILTON PKY,N,BMT,REGULAR,2512933,2823215,2017-09-29 01:00:00,29,1,5,2017-09-28 21:00:00,2512900,2823202,0 days 04:00:00.000000000,33,13,40.6511827,-73.9758301
1011418,N329A,R201,01-05-01,WOODHAVEN BLVD,MR,IND,REGULAR,8,1056,2015-09-15 09:00:00,15,9,2,2015-09-15 05:00:00,8,1056,0 days 04:00:00.000000000,0,0,40.7333477,-73.8704271
1930197,N504,R021,02-06-00,42 ST-BRYANT PK,BDFM7,IND,REGULAR,4785311,6064644,2016-09-04 12:00:00,4,12,7,2016-09-04 08:00:00,4785296,6064603,0 days 04:00:00.000000000,15,41,40.7548368,-73.9841215
3627,A002,R051,02-03-04,59 ST,NQR456W,BMT,REGULAR,6447223,3431400,2017-09-25 00:00:00,25,0,1,2017-09-24 20:00:00,6447099,3431382,0 days 04:00:00.000000000,124,18,40.762824,-73.967562
1893163,N417,R269,00-00-02,BEDFORD-NOSTRAN,G,IND,REGULAR,6428931,5359987,2016-09-09 20:00:00,9,20,5,2016-09-09 16:00:00,6428607,5359440,0 days 04:00:00.000000000,324,547,40.6898534,-73.9516398
58878,A015,R081,00-00-02,49 ST,NQRW,BMT,REGULAR,3478049,637222,2018-08-28 20:00:00,28,20,2,2018-08-28 16:00:00,3477236,637170,0 days 04:00:00.000000000,813,52,40.7598372,-73.9841825
1122200,N017,R331,00-00-04,155 ST,C,IND,REGULAR,5440674,1512443,2018-09-09 21:00:00,9,21,7,2018-09-09 17:00:00,5440638,1512397,0 days 04:00:00.000000000,36,46,40.8303393,-73.9367212
1367695,R137,R031,02-00-00,34 ST-PENN STA,123,IRT,REGULAR,4930916,3104835,2018-09-21 08:00:00,21,8,5,2018-09-21 00:00:00,4930890,3104804,0 days 08:00:00.000000000,26,31,40.751056,-73.9903102
466548,N300,R113,01-00-00,7 AV,BDE,IND,REGULAR,578324,1732246,2017-09-20 09:00:00,20,9,3,2017-09-20 05:00:00,578291,1731664,0 days 04:00:00.000000000,33,582,40.7620363,-73.98632909999999
2120971,PTH05,R543,00-00-02,EXCHANGE PLACE,1,PTH,REGULAR,260940,26562,2018-08-31 18:38:08,31,18,5,2018-08-31 14:26:08,260456,26537,0 days 04:12:00.000000000,484,25,40.71676,-74.03238
910979,H017,R265,00-00-00,MONTROSE AV,L,BMT,REGULAR,5074402,6062555,2016-09-07 12:00:00,7,12,3,2016-09-07 08:00:00,5073505,6062200,0 days 04:00:00.000000000,897,355,40.7076407,-73.93983639999999
2254076,PTH20,R549,03-01-08,NEWARK HM HE,1,PTH,REGULAR,386,27656,2018-08-30 22:11:15,30,22,4,2018-08-30 17:59:15,386,27646,0 days 04:12:00.000000000,0,10,40.7126452,-74.00989799999999
1206996,R172,R192,00-00-00,CATHEDRAL PKWY,1,IRT,REGULAR,11376920,3434667,2017-08-27 09:00:00,27,9,7,2017-08-27 05:00:00,11376873,3434633,0 days 04:00:00.000000000,47,34,40.7127753,-74.0059728
1960390,N531,R129,01-00-02,BERGEN ST,FG,IND,REGULAR,1346821,5463742,2015-09-20 05:00:00,20,5,7,2015-09-20 01:00:00,1346817,5463691,0 days 04:00:00.000000000,4,51,40.6860832,-73.9909074
2704254,R507,R134,00-03-03,HUNTERS PT AV,7,IRT,REGULAR,4858433,3891647,2017-09-15 01:00:00,15,1,5,2017-09-14 21:00:00,4858404,3891609,0 days 04:00:00.000000000,29,38,40.7424176,-73.9481564
2774502,R528,R097,00-00-04,JUNCTION BLVD,7,IRT,REGULAR,180931,83438,2017-09-17 04:00:00,17,4,7,2017-09-17 00:00:00,180854,83377,0 days 04:00:00.000000000,77,61,40.749203,-73.8693365
1838016,N340A,R115,01-03-01,169 ST,F,IND,REGULAR,1157904,541650,2017-09-02 20:00:00,2,20,6,2017-09-02 16:00:00,1157789,541576,0 days 04:00:00.000000000,115,74,40.71047,-73.793604
1874288,N405,R239,00-00-03,GREENPOINT AV,G,IND,REGULAR,5388711,2536801,2018-09-03 08:00:00,3,8,1,2018-09-03 04:00:00,5388697,2536785,0 days 04:00:00.000000000,14,16,40.7301618,-73.9540458
1289234,R158,R084,00-05-01,59 ST COLUMBUS,1ABCD,IRT,REGULAR,4347387,2024823,2016-08-31 04:00:00,31,4,3,2016-08-31 00:00:00,4347378,2024820,0 days 04:00:00.000000000,9,3,40.7684839,-73.981807
